device_id,type,type_specific,size_inch,size_cm2,screen_body_ratio,resolution_pixel,resolution_p_width,resolution_p_lenght,resolution_ppi,resolution_ratio
9993,IPS,IPS LCD,5.45,76.7,72.7,480 x 960,480.0,960.0,197.0,18:9
9988,IPS,IPS LCD,6.2,95.9,80.7,720 x 1520,720.0,1520.0,271.0,19:9
9833,IPS,IPS LCD,6.3,99.1,82.4,1080 x 2280,1080.0,2280.0,400.0,19:9
9834,IPS,IPS LCD,6.3,99.1,82.5,1080 x 2280,1080.0,2280.0,400.0,19:9
9731,IPS,IPS LCD,5.71,81.4,79.0,720 x 1520,720.0,1520.0,295.0,19:9
9652,IPS,IPS LCD,6.39,100.9,83.9,1080 x 2316,1080.0,2316.0,400.0,3:9
8867,OLED,P-OLED,5.99,92.6,79.7,1440 x 2880,1440.0,2880.0,538.0,18:9
9603,IPS,IPS LCD,5.71,81.4,76.6,720 x 1520,720.0,1520.0,295.0,19:9
10619,IPS,IPS LCD,6.26,97.8,79.6,720 x 1520,720.0,1520.0,269.0,19:9
9604,IPS,IPS LCD,6.26,97.8,80.5,720 x 1520,720.0,1520.0,269.0,19:9
9538,IPS,IPS LCD,5.45,76.7,75.1,480 x 960,480.0,960.0,197.0,18:9
9342,IPS,IPS LCD,6.18,95.3,81.2,1080 x 2280,1080.0,2280.0,408.0,19:9
9364,IPS,IPS LCD,6.0,92.9,77.5,720 x 1440,720.0,1440.0,268.0,18:9
9354,IPS,IPS LCD,5.84,85.1,79.9,1080 x 2280,1080.0,2280.0,432.0,19:9
9178,IPS,IPS LCD,5.8,85.1,81.5,1080 x 2280,1080.0,2280.0,432.0,19:9
9246,IPS,IPS LCD,5.86,85.7,79.6,720 x 1520,720.0,1520.0,287.0,19:9
9214,IPS,IPS LCD,5.5,78.1,73.1,1080 x 2160,1080.0,2160.0,439.0,18:9
9215,IPS,IPS LCD,5.2,69.8,69.4,720 x 1440,720.0,1440.0,310.0,18:9
9216,IPS,IPS LCD,5.5,83.4,70.0,720 x 1280,720.0,1280.0,267.0,16:9
9087,OLED,P-OLED,5.5,83.4,81.1,1440 x 2560,1440.0,2560.0,534.0,16:9
9058,IPS,IPS LCD,6.0,92.4,77.2,1080 x 2160,1080.0,2160.0,403.0,18:9
8972,IPS,IPS LCD,5.5,82.6,73.2,1080 x 1920,1080.0,1920.0,403.0,16:9
9052,IPS,IPS LCD,4.5,55.8,61.6,480 x 854,480.0,854.0,218.0,16:9
8513,IPS,IPS LCD,5.0,68.9,67.4,720 x 1280,720.0,1280.0,294.0,16:9
8907,IPS,IPS LCD,5.2,74.5,73.8,1080 x 1920,1080.0,1920.0,424.0,16:9
8522,IPS,IPS LCD,5.3,77.4,69.4,1440 x 2560,1440.0,2560.0,554.0,16:9
8572,IPS,IPS LCD,5.0,68.9,67.3,720 x 1280,720.0,1280.0,294.0,16:9
8571,IPS,IPS LCD,5.2,74.5,68.7,720 x 1280,720.0,1280.0,282.0,16:9
6885,IPS,IPS LCD,5.5,82.6,70.7,1080 x 1920,1080.0,1920.0,403.0,16:9
6877,IPS,IPS LCD,4.5,55.8,64.6,480 x 854,480.0,854.0,218.0,16:9
6814,IPS,IPS LCD,7.9,193.3,69.5,1536 x 2048,1536.0,2048.0,324.0,4:3
6640,OLED,OLED,4.7,59.4,64.3,720 x 1280,720.0,1280.0,316.0,16:9
6639,OLED,OLED,4.7,60.9,66.0,720 x 1280,720.0,1280.0,312.0,16:9
6638,IPS,IPS LCD,5.0,68.9,69.9,720 x 1280,720.0,1280.0,294.0,16:9
6524,TFT,TFT,4.0,44.1,59.1,480 x 854,480.0,854.0,245.0,16:9
6523,TFT,TFT,4.0,44.1,59.1,480 x 854,480.0,854.0,245.0,16:9
6383,IPS,IPS LCD,4.3,52.6,63.3,480 x 800,480.0,800.0,217.0,5:3
6227,AMOLED,AMOLED,5.0,68.9,70.9,1080 x 1920,1080.0,1920.0,441.0,16:9
6254,IPS,IPS LCD,4.5,54.3,62.9,480 x 854,480.0,854.0,221.0,16:9
6255,IPS,IPS LCD,4.5,54.3,62.9,480 x 854,480.0,854.0,221.0,16:9
6232,IPS,IPS LCD,4.5,54.3,62.9,480 x 854,480.0,854.0,221.0,16:9
6148,IPS,IPS LCD,5.0,71.2,64.8,480 x 800,480.0,800.0,187.0,5:3
6147,IPS,IPS LCD,4.0,45.5,62.6,480 x 800,480.0,800.0,233.0,5:3
6067,IPS,IPS LCD,4.0,45.5,62.6,480 x 800,480.0,800.0,233.0,5:3
5833,AMOLED,AMOLED,5.0,68.9,70.9,1080 x 1920,1080.0,1920.0,441.0,16:9
5869,IPS,IPS LCD,4.0,45.5,59.3,480 x 800,480.0,800.0,233.0,5:3
5760,IPS,IPS LCD,6.0,99.2,71.4,1080 x 1920,1080.0,1920.0,367.0,16:9
5791,IPS,IPS LCD,6.0,99.2,70.4,720 x 1280,720.0,1280.0,245.0,16:9
5438,IPS,IPS LCD,4.7,62.9,65.2,480 x 800,480.0,800.0,199.0,5:3
5506,AMOLED,AMOLED,4.5,57.6,61.9,768 x 1280,768.0,1280.0,332.0,5:3
5451,AMOLED,AMOLED,4.5,57.6,63.3,768 x 1280,768.0,1280.0,332.0,5:3
5437,AMOLED,AMOLED,4.5,57.6,62.9,768 x 1280,768.0,1280.0,332.0,5:3
5321,IPS,IPS LCD,4.3,52.6,61.0,480 x 800,480.0,800.0,217.0,5:3
5322,IPS,IPS LCD,4.0,45.5,59.3,480 x 800,480.0,800.0,233.0,5:3
5150,AMOLED,AMOLED,3.7,39.0,53.9,480 x 800,480.0,800.0,252.0,5:3
5147,TFT,TFT,3.8,41.1,58.3,480 x 800,480.0,800.0,246.0,5:3
5090,AMOLED,AMOLED,4.3,52.6,60.2,480 x 800,480.0,800.0,217.0,5:3
5069,TFT,TFT,4.0,45.5,58.1,480 x 800,480.0,800.0,233.0,5:3
5024,AMOLED,AMOLED,4.3,52.6,60.2,480 x 800,480.0,800.0,217.0,5:3
4967,IPS,IPS LCD,4.5,57.6,62.5,768 x 1280,768.0,1280.0,332.0,5:3
4968,AMOLED,AMOLED,4.3,52.6,62.1,480 x 800,480.0,800.0,217.0,5:3
4695,TFT,TFT,3.7,39.0,52.8,480 x 800,480.0,800.0,252.0,5:3
4662,AMOLED,AMOLED,3.7,39.0,54.7,480 x 800,480.0,800.0,252.0,5:3
4576,TFT,TFT,3.7,39.0,52.8,480 x 800,480.0,800.0,252.0,5:3
4578,AMOLED,AMOLED,4.3,52.6,60.1,480 x 800,480.0,800.0,217.0,5:3
4275,AMOLED,AMOLED,4.3,52.6,60.1,480 x 800,480.0,800.0,217.0,5:3
4240,AMOLED,AMOLED,3.7,39.0,54.7,480 x 800,480.0,800.0,252.0,5:3
4372,TFT,TFT,3.7,39.0,52.5,480 x 800,480.0,800.0,252.0,5:3
4276,TFT,TFT,3.7,39.0,52.5,480 x 800,480.0,800.0,252.0,5:3
4220,TFT,TFT,3.2,28.2,52.3,360 x 640,360.0,640.0,229.0,16:9
4223,TFT,TFT,3.2,28.2,52.3,360 x 640,360.0,640.0,229.0,16:9
4222,TFT,TFT,3.2,28.2,52.5,360 x 640,360.0,640.0,229.0,16:9
3398,AMOLED,AMOLED,3.9,41.9,58.8,480 x 854,480.0,854.0,251.0,16:9
3885,AMOLED,AMOLED,3.5,33.8,50.7,360 x 640,360.0,640.0,210.0,16:9
3578,TFT,TFT,3.2,28.2,52.3,360 x 640,360.0,640.0,229.0,16:9
3545,AMOLED,AMOLED,4.0,44.1,57.1,360 x 640,360.0,640.0,184.0,16:9
3524,AMOLED,AMOLED,3.2,28.2,51.8,360 x 640,360.0,640.0,229.0,16:9
3394,AMOLED,AMOLED,3.5,33.8,50.7,360 x 640,360.0,640.0,210.0,16:9
3397,TFT,TFT,3.2,28.2,49.9,360 x 640,360.0,640.0,229.0,16:9
3390,TFT,TFT,3.2,28.2,49.2,360 x 640,360.0,640.0,229.0,16:9
3252,AMOLED,AMOLED,3.5,33.8,50.3,360 x 640,360.0,640.0,210.0,16:9
3109,TFT,TFT,3.2,28.2,49.9,360 x 640,360.0,640.0,229.0,16:9
12773,AMOLED,Dynamic LTPO AMOLED 2X,6.2,94.4,90.9,1080 x 2340,1080.0,2340.0,416.0,5:9
12784,TFT,TFT LCD,6.6,104.9,77.5,1080 x 2408,1080.0,2408.0,400.0,20:9
12785,TFT,TFT LCD,8.0,185.6,68.5,1920 x 1200,1920.0,1200.0,283.0,16:10
12616,TFT,TFT LCD,8.7,214.9,81.7,800 x 1340,800.0,1340.0,179.0,5:3
12520,AMOLED,Dynamic AMOLED 2X,6.4,100.5,83.2,1080 x 2340,1080.0,2340.0,403.0,5:9
12584,PLS,PLS LCD,6.7,108.4,82.9,1080 x 2400,1080.0,2400.0,393.0,20:9
12583,PLS,PLS LCD,6.7,108.4,82.1,720 x 1600,720.0,1600.0,262.0,20:9
12189,AMOLED,Super AMOLED Plus,6.7,108.4,85.0,1080 x 2400,1080.0,2400.0,393.0,20:9
12074,AMOLED,Super AMOLED,6.6,106.9,84.9,1080 x 2340,1080.0,2340.0,390.0,5:9
12024,AMOLED,Dynamic AMOLED 2X,6.8,114.7,89.9,1440 x 3088,1440.0,3088.0,500.0,3:9
12083,AMOLED,Dynamic AMOLED 2X,6.6,105.3,87.6,1080 x 2340,1080.0,2340.0,393.0,5:9
12082,AMOLED,Dynamic AMOLED 2X,6.1,90.1,86.8,1080 x 2340,1080.0,2340.0,425.0,5:9
12151,PLS,PLS LCD,6.6,104.9,80.2,1080 x 2408,1080.0,2408.0,400.0,20:9
12004,PLS,PLS LCD,6.6,104.9,80.2,1080 x 2408,1080.0,2408.0,400.0,20:9
11945,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
11803,PLS,PLS LCD,6.5,102.0,80.7,720 x 1600,720.0,1600.0,270.0,20:9
11736,PLS,PLS LCD,6.6,104.9,82.5,1080 x 2408,1080.0,2408.0,400.0,20:9
11633,PLS,PLS LCD,6.5,102.0,81.1,720 x 1600,720.0,1600.0,270.0,20:9
11665,PLS,PLS LCD,6.6,104.9,83.2,1080 x 2408,1080.0,2408.0,400.0,20:9
11600,PLS,PLS LCD,6.6,104.9,77.8,1080 x 2408,1080.0,2408.0,400.0,20:9
11564,PLS,PLS LCD,6.6,104.9,82.5,1080 x 2408,1080.0,2408.0,400.0,20:9
11439,AMOLED,Super AMOLED Plus,6.7,108.1,85.3,1080 x 2408,1080.0,2408.0,394.0,20:9
11459,AMOLED,Super AMOLED,6.5,102.0,85.7,1080 x 2400,1080.0,2400.0,405.0,20:9
11268,AMOLED,Super AMOLED,6.5,102.0,85.4,1080 x 2400,1080.0,2400.0,405.0,20:9
11429,AMOLED,Super AMOLED,6.4,98.9,83.7,1080 x 2400,1080.0,2400.0,411.0,20:9
11403,TFT,TFT LCD,6.6,104.9,82.3,1080 x 2408,1080.0,2408.0,400.0,20:9
11373,PLS,PLS LCD,6.6,104.9,82.5,1080 x 2408,1080.0,2408.0,400.0,20:9
11402,PLS,PLS LCD,6.6,104.9,83.2,1080 x 2408,1080.0,2408.0,400.0,20:9
10954,AMOLED,Dynamic AMOLED 2X,6.4,100.5,86.7,1080 x 2340,1080.0,2340.0,403.0,5:9
11149,PLS,PLS LCD,6.5,102.0,81.1,720 x 1600,720.0,1600.0,270.0,20:9
11244,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
11215,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
11124,TFT,TFT LCD,6.6,104.9,82.1,1080 x 2408,1080.0,2408.0,400.0,20:9
11110,AMOLED,Super AMOLED Plus,6.7,108.4,86.4,1080 x 2400,1080.0,2400.0,393.0,20:9
11062,TFT,TFT LCD,6.5,102.0,81.6,720 x 1600,720.0,1600.0,270.0,20:9
10937,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
11039,AMOLED,Super AMOLED,6.5,102.0,84.9,1080 x 2400,1080.0,2400.0,405.0,20:9
11087,PLS,PLS LCD,6.5,102.0,82.1,720 x 1600,720.0,1600.0,270.0,20:9
11041,PLS,PLS LCD,6.5,102.0,82.1,720 x 1600,720.0,1600.0,270.0,20:9
11015,AMOLED,Super AMOLED,6.4,100.5,84.2,1080 x 2340,1080.0,2340.0,403.0,5:9
10996,AMOLED,Super AMOLED,6.4,98.9,83.5,720 x 1600,720.0,1600.0,274.0,20:9
10873,TFT,TFT LCD,6.6,105.2,82.3,1080 x 2400,1080.0,2400.0,399.0,20:9
10948,AMOLED,Super AMOLED,6.4,98.9,84.3,720 x 1600,720.0,1600.0,274.0,20:9
10900,TFT,TFT LCD,6.6,104.9,83.6,1080 x 2408,1080.0,2408.0,400.0,20:9
10848,AMOLED,Super AMOLED,6.6,105.2,84.3,720 x 1600,720.0,1600.0,266.0,20:9
10860,PLS,PLS LCD,6.5,102.0,81.9,720 x 1600,720.0,1600.0,270.0,20:9
10850,AMOLED,Dynamic AMOLED 2X,6.7,108.4,90.7,1440 x 3200,1440.0,3200.0,524.0,20:9
10825,PLS,PLS LCD,6.5,102.0,81.9,720 x 1600,720.0,1600.0,270.0,20:9
10824,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
10469,AMOLED,Super AMOLED,6.7,107.8,84.4,1080 x 2400,1080.0,2400.0,394.0,20:9
10631,AMOLED,Super AMOLED,6.5,101.0,84.1,1080 x 2400,1080.0,2400.0,407.0,20:9
10641,AMOLED,Super AMOLED,6.5,101.0,84.1,1080 x 2400,1080.0,2400.0,407.0,20:9
10718,PLS,PLS LCD,5.3,71.3,67.7,720 x 1480,720.0,1480.0,311.0,5:9
10753,AMOLED,Super AMOLED,6.4,98.9,84.6,1080 x 2400,1080.0,2400.0,411.0,20:9
10740,AMOLED,Super AMOLED Plus,6.7,108.4,86.7,1080 x 2400,1080.0,2400.0,393.0,20:9
10578,PLS,PLS LCD,6.5,102.0,81.9,720 x 1600,720.0,1600.0,270.0,20:9
10648,TFT,TFT LCD,6.5,102.0,81.6,720 x 1600,720.0,1600.0,270.0,20:9
10663,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
10604,PLS,PLS LCD,6.5,102.0,82.1,720 x 1600,720.0,1600.0,270.0,20:9
10709,PLS,PLS LCD,6.5,102.0,81.9,720 x 1600,720.0,1600.0,270.0,20:9
10708,PLS,PLS LCD,6.5,102.0,81.9,720 x 1600,720.0,1600.0,270.0,20:9
10603,PLS,PLS LCD,6.5,102.0,81.8,720 x 1600,720.0,1600.0,270.0,20:9
10580,AMOLED,Super AMOLED,6.4,100.5,84.1,1080 x 2340,1080.0,2340.0,403.0,5:9
10496,AMOLED,Super AMOLED,6.4,100.5,84.1,1080 x 2340,1080.0,2340.0,403.0,5:9
10498,AMOLED,Super AMOLED,6.4,100.5,84.1,1080 x 2340,1080.0,2340.0,403.0,5:9
10377,AMOLED,Super AMOLED,6.5,101.0,84.8,1080 x 2400,1080.0,2400.0,407.0,20:9
10428,AMOLED,Super AMOLED,6.5,101.0,84.8,1080 x 2400,1080.0,2400.0,407.0,20:9
10412,AMOLED,Super AMOLED,6.6,105.2,84.3,720 x 1600,720.0,1600.0,266.0,20:9
10148,AMOLED,Super AMOLED Plus,6.7,108.4,86.7,1080 x 2400,1080.0,2400.0,393.0,20:9
10371,AMOLED,Super AMOLED,6.5,102.0,87.5,1080 x 2400,1080.0,2400.0,405.0,20:9
10261,AMOLED,Dynamic AMOLED 2X,6.9,116.7,91.7,1440 x 3088,1440.0,3088.0,496.0,3:9
10355,AMOLED,Dynamic AMOLED 2X,6.9,116.7,91.7,1440 x 3088,1440.0,3088.0,496.0,3:9
10338,AMOLED,Super AMOLED Plus,6.7,108.4,89.2,1080 x 2400,1080.0,2400.0,393.0,20:9
10333,AMOLED,Super AMOLED,6.5,102.0,86.1,1080 x 2400,1080.0,2400.0,405.0,20:9
10335,PLS,PLS LCD,6.2,95.9,80.7,720 x 1520,720.0,1520.0,271.0,19:9
10316,PLS,PLS LCD,5.3,71.3,74.5,720 x 1480,720.0,1480.0,311.0,5:9
10314,PLS,PLS LCD,5.3,71.3,74.5,720 x 1480,720.0,1480.0,311.0,5:9
10216,PLS,PLS LCD,5.7,81.6,78.1,720 x 1520,720.0,1520.0,294.0,19:9
10239,PLS,PLS LCD,6.5,102.0,82.8,720 x 1600,720.0,1600.0,270.0,20:9
10208,PLS,PLS LCD,5.0,68.9,66.7,540 x 960,540.0,960.0,220.0,16:9
10243,AMOLED,Super AMOLED Plus,6.7,108.4,88.3,1080 x 2400,1080.0,2400.0,393.0,20:9
10157,AMOLED,Super AMOLED,6.5,102.0,87.2,1080 x 2400,1080.0,2400.0,405.0,20:9
10483,TFT,TFT LCD,8.4,204.6,80.9,1200 x 1920,1200.0,1920.0,270.0,16:10
10124,PLS,PLS LCD,6.4,100.5,81.6,720 x 1560,720.0,1560.0,268.0,5:9
10149,AMOLED,Super AMOLED,6.4,98.9,84.9,1080 x 2400,1080.0,2400.0,411.0,20:9
10138,AMOLED,Super AMOLED,6.1,89.8,85.9,1080 x 2400,1080.0,2400.0,431.0,20:9
10111,AMOLED,Super AMOLED,6.4,100.5,84.2,1080 x 2340,1080.0,2340.0,403.0,5:9
10132,PLS,PLS LCD,6.4,100.5,81.6,720 x 1560,720.0,1560.0,268.0,5:9
10079,AMOLED,Super AMOLED,6.4,100.5,84.1,1080 x 2340,1080.0,2340.0,403.0,5:9
10040,AMOLED,Dynamic AMOLED 2X,6.9,114.0,89.9,1440 x 3200,1440.0,3200.0,511.0,20:9
10084,AMOLED,Dynamic AMOLED 2X,6.9,114.0,89.9,1440 x 3200,1440.0,3200.0,511.0,20:9
10041,AMOLED,Dynamic AMOLED 2X,6.7,108.0,90.5,1440 x 3200,1440.0,3200.0,525.0,20:9
10080,AMOLED,Dynamic AMOLED 2X,6.7,108.0,90.5,1440 x 3200,1440.0,3200.0,525.0,20:9
10254,AMOLED,Dynamic AMOLED 2X,6.2,92.8,88.5,1440 x 3200,1440.0,3200.0,566.0,20:9
10044,AMOLED,Dynamic AMOLED 2X,6.2,93.8,89.5,1440 x 3200,1440.0,3200.0,563.0,20:9
10081,AMOLED,Dynamic AMOLED 2X,6.2,93.8,89.5,1440 x 3200,1440.0,3200.0,563.0,20:9
10004,AMOLED,Super AMOLED,10.5,321.9,82.5,1600 x 2560,1600.0,2560.0,287.0,16:10
10001,IPS,IPS LCD,6.3,97.4,79.4,1080 x 2340,1080.0,2340.0,409.0,5:9
10003,AMOLED,Super AMOLED,6.7,107.8,86.6,1080 x 2400,1080.0,2400.0,394.0,20:9
9917,AMOLED,Super AMOLED Plus,6.7,107.8,87.8,1080 x 2400,1080.0,2400.0,394.0,20:9
9999,PLS,PLS LCD,5.7,81.6,78.8,720 x 1520,720.0,1520.0,294.0,19:9
9995,AMOLED,Super AMOLED Plus,6.7,108.4,87.2,1080 x 2400,1080.0,2400.0,393.0,20:9
9963,AMOLED,Super AMOLED,6.5,102.0,87.4,1080 x 2400,1080.0,2400.0,405.0,20:9
9937,IPS,IPS LCD,5.1,71.7,56.1,1440 x 2560,1440.0,2560.0,576.0,16:9
9899,AMOLED,Super AMOLED,6.7,108.4,86.0,1080 x 2400,1080.0,2400.0,393.0,20:9
9852,IPS,IPS LCD,6.5,103.7,81.9,720 x 1560,720.0,1560.0,264.0,5:9
9818,AMOLED,Super AMOLED,6.4,100.5,84.2,1080 x 2340,1080.0,2340.0,403.0,5:9
9861,AMOLED,Super AMOLED,6.4,100.5,85.0,720 x 1560,720.0,1560.0,268.0,5:9
9795,AMOLED,Super AMOLED,6.7,108.4,86.1,1080 x 2400,1080.0,2400.0,393.0,20:9
9796,AMOLED,Super AMOLED,6.4,100.5,84.9,720 x 1560,720.0,1560.0,268.0,5:9
9806,AMOLED,Super AMOLED,6.4,100.5,85.1,1080 x 2340,1080.0,2340.0,403.0,5:9
9787,AMOLED,Dynamic AMOLED,6.8,114.0,91.0,1440 x 3040,1440.0,3040.0,498.0,19:9
9732,AMOLED,Dynamic AMOLED,6.8,114.0,91.0,1440 x 3040,1440.0,3040.0,498.0,19:9
9789,AMOLED,Dynamic AMOLED,6.3,98.6,90.9,1080 x 2280,1080.0,2280.0,401.0,19:9
9788,AMOLED,Dynamic AMOLED,6.3,98.6,90.9,1080 x 2280,1080.0,2280.0,401.0,19:9
9793,PLS,PLS LCD,6.2,95.9,80.7,720 x 1520,720.0,1520.0,271.0,19:9
9790,PLS,PLS LCD,5.83,83.4,81.4,720 x 1560,720.0,1560.0,295.0,5:9
9781,AMOLED,Super AMOLED,10.5,321.9,82.5,1600 x 2560,1600.0,2560.0,287.0,16:10
9730,PLS,PLS LCD,5.0,68.9,64.3,720 x 1280,720.0,1280.0,294.0,16:9
9636,PLS,PLS LCD,5.0,68.9,68.6,540 x 960,540.0,960.0,220.0,16:9
9588,AMOLED,Dynamic AMOLED,6.7,112.0,89.4,1440 x 3040,1440.0,3040.0,502.0,19:9
9536,AMOLED,Dynamic AMOLED,6.1,93.2,88.3,1440 x 3040,1440.0,3040.0,550.0,19:9
9537,AMOLED,Dynamic AMOLED,5.8,82.8,83.3,1080 x 2280,1080.0,2280.0,438.0,19:9
9721,PLS,PLS LCD,6.3,97.4,84.9,1080 x 2340,1080.0,2340.0,409.0,5:9
9505,AMOLED,Super AMOLED,6.4,100.5,84.2,1080 x 2340,1080.0,2340.0,403.0,5:9
9506,PLS,PLS LCD,6.3,97.4,83.6,1080 x 2340,1080.0,2340.0,409.0,5:9
9508,PLS,PLS LCD,6.22,96.6,82.1,720 x 1520,720.0,1520.0,270.0,19:9
9659,AMOLED,Super AMOLED,6.7,108.4,85.8,1080 x 2400,1080.0,2400.0,393.0,20:9
9646,AMOLED,Super AMOLED,6.7,108.4,86.0,1080 x 2400,1080.0,2400.0,393.0,20:9
9616,PLS,PLS LCD,6.3,97.4,84.9,1080 x 2340,1080.0,2340.0,409.0,5:9
9554,AMOLED,Super AMOLED,6.4,100.5,84.9,1080 x 2340,1080.0,2340.0,403.0,5:9
9642,AMOLED,Super AMOLED,5.9,85.5,85.5,1080 x 2340,1080.0,2340.0,437.0,5:9
9579,AMOLED,Super AMOLED,6.4,100.5,84.9,1080 x 2340,1080.0,2340.0,403.0,5:9
9661,PLS,PLS LCD,5.8,82.6,80.4,720 x 1560,720.0,1560.0,296.0,5:9
9640,AMOLED,Super AMOLED,6.4,100.5,85.0,720 x 1560,720.0,1560.0,268.0,5:9
9580,IPS,IPS LCD,6.2,95.9,81.6,720 x 1520,720.0,1520.0,271.0,19:9
9581,AMOLED,Super AMOLED,10.5,319.7,81.6,1600 x 2560,1600.0,2560.0,288.0,16:10
9665,IPS,IPS LCD,8.0,185.6,70.9,800 x 1280,800.0,1280.0,189.0,16:10
9432,PLS,PLS LCD,6.4,100.5,84.7,1080 x 2340,1080.0,2340.0,403.0,5:9
9352,PLS,PLS LCD,6.0,92.9,77.7,1080 x 2160,1080.0,2160.0,402.0,18:9
9344,AMOLED,Super AMOLED,6.3,100.2,80.1,1080 x 2220,1080.0,2220.0,393.0,5:9
9340,AMOLED,Super AMOLED,6.0,91.4,74.4,1080 x 2220,1080.0,2220.0,411.0,5:9
9163,AMOLED,Super AMOLED,6.4,103.2,83.4,1440 x 2960,1440.0,2960.0,516.0,5:9
9334,IPS,IPS LCD,6.0,91.4,73.6,720 x 1480,720.0,1480.0,274.0,5:9
9397,IPS,IPS LCD,6.0,91.4,74.8,720 x 1480,720.0,1480.0,274.0,5:9
9335,IPS,IPS LCD,6.0,91.4,73.6,720 x 1480,720.0,1480.0,274.0,5:9
9255,PLS,PLS LCD,5.0,68.9,66.7,540 x 960,540.0,960.0,220.0,16:9
9260,AMOLED,Super AMOLED,5.6,79.6,75.9,720 x 1480,720.0,1480.0,294.0,5:9
9234,TFT,TFT,5.5,83.4,71.4,720 x 1280,720.0,1280.0,267.0,16:9
8928,IPS,IPS LCD,5.0,68.9,68.9,720 x 1280,720.0,1280.0,294.0,16:9
9220,AMOLED,Super AMOLED,6.3,100.7,80.6,1080 x 2220,1080.0,2220.0,392.0,5:9
9202,AMOLED,Super AMOLED,5.8,85.4,84.2,1080 x 2220,1080.0,2220.0,426.0,5:9
9205,AMOLED,Super AMOLED,6.0,91.4,75.8,720 x 1480,720.0,1480.0,274.0,5:9
9203,AMOLED,Super AMOLED,5.6,80.1,76.5,720 x 1480,720.0,1480.0,293.0,5:9
9204,AMOLED,Super AMOLED,5.5,83.4,71.2,720 x 1280,720.0,1280.0,267.0,16:9
9156,AMOLED,Super AMOLED,6.0,91.4,75.3,1080 x 2220,1080.0,2220.0,411.0,5:9
9155,AMOLED,Super AMOLED,5.6,79.6,75.0,720 x 1480,720.0,1480.0,294.0,5:9
9153,AMOLED,Super AMOLED,5.5,83.4,70.4,720 x 1280,720.0,1280.0,267.0,16:9
9135,PLS,PLS LCD,5.5,83.4,73.3,1080 x 1920,1080.0,1920.0,401.0,16:9
8967,AMOLED,Super AMOLED,6.2,98.3,84.2,1440 x 2960,1440.0,2960.0,529.0,5:9
8966,AMOLED,Super AMOLED,5.8,84.8,83.6,1440 x 2960,1440.0,2960.0,570.0,5:9
8904,AMOLED,Super AMOLED,5.0,68.9,66.3,540 x 960,540.0,960.0,220.0,16:9
8790,AMOLED,Super AMOLED,6.0,91.4,75.5,1080 x 2220,1080.0,2220.0,411.0,5:9
8886,AMOLED,Super AMOLED,5.6,79.6,75.6,1080 x 2220,1080.0,2220.0,441.0,5:9
8900,AMOLED,Super AMOLED,4.7,60.9,64.7,540 x 960,540.0,960.0,234.0,16:9
8725,IPS,IPS LCD,8.0,185.6,70.5,800 x 1280,800.0,1280.0,189.0,16:10
8789,AMOLED,Super AMOLED,5.5,83.4,73.3,1080 x 1920,1080.0,1920.0,401.0,16:9
8505,AMOLED,Super AMOLED,6.3,101.1,83.2,1440 x 2960,1440.0,2960.0,521.0,5:9
8676,AMOLED,Super AMOLED,5.8,85.4,75.0,1440 x 2960,1440.0,2960.0,568.0,5:9
8778,IPS,IPS LCD,5.5,83.4,72.3,720 x 1280,720.0,1280.0,267.0,16:9
8683,AMOLED,Super AMOLED,5.7,89.6,79.0,1440 x 2560,1440.0,2560.0,515.0,16:9
8684,PLS,PLS,5.7,89.6,72.5,1080 x 1920,1080.0,1920.0,386.0,16:9
8675,AMOLED,Super AMOLED,5.5,83.4,73.1,1080 x 1920,1080.0,1920.0,401.0,16:9
8561,AMOLED,Super AMOLED,5.5,83.4,73.1,1080 x 1920,1080.0,1920.0,401.0,16:9
8705,AMOLED,Super AMOLED,5.2,74.5,71.5,720 x 1280,720.0,1280.0,282.0,16:9
8438,PLS,PLS,5.0,68.9,68.5,720 x 1280,720.0,1280.0,294.0,16:9
9331,TFT,TFT,3.8,41.1,56.0,480 x 800,480.0,800.0,246.0,5:3
8682,IPS,IPS LCD,4.5,57.6,62.7,480 x 800,480.0,800.0,207.0,5:3
8161,AMOLED,Super AMOLED,5.8,84.8,83.6,1440 x 2960,1440.0,2960.0,570.0,5:9
8523,AMOLED,Super AMOLED,6.2,98.3,84.0,1440 x 2960,1440.0,2960.0,529.0,5:9
8437,AMOLED,Super AMOLED,5.2,74.5,71.7,1080 x 1920,1080.0,1920.0,424.0,16:9
8577,IPS,IPS LCD,5.0,68.9,64.3,720 x 1280,720.0,1280.0,294.0,16:9
8397,TFT,TFT,4.0,45.5,59.4,480 x 800,480.0,800.0,233.0,5:3
8486,TFT,TFT,5.0,68.9,69.8,720 x 1280,720.0,1280.0,294.0,16:9
8435,AMOLED,Super AMOLED,5.7,89.6,74.1,1080 x 1920,1080.0,1920.0,386.0,16:9
