Device_id,Communication Type
4344,WLAN
4158,Bluetooth
4158,Positioning
4158,Radio
4158,USB
4158,WLAN
4159,Bluetooth
4159,Positioning
4159,Radio
4159,USB
4159,WLAN
4277,Bluetooth
4277,Positioning
4277,USB
4277,WLAN
4262,Bluetooth
4262,Positioning
4262,USB
4262,WLAN
4071,Bluetooth
4071,Positioning
4071,USB
4071,WLAN
4239,Bluetooth
4239,Positioning
4239,USB
4667,Bluetooth
4667,Infrared port
4667,Positioning
4667,USB
4667,WLAN
4208,Bluetooth
4208,Infrared port
4208,Positioning
4208,USB
4208,WLAN
4200,Bluetooth
4200,Positioning
4200,Radio
4200,USB
4200,WLAN
4668,Bluetooth
4668,Positioning
4668,WLAN
4136,Bluetooth
4136,Positioning
4136,USB
4136,WLAN
4114,Bluetooth
4114,Positioning
4114,Radio
4114,USB
4114,WLAN
4117,Bluetooth
4117,Positioning
4117,Radio
4117,USB
4117,WLAN
4091,Bluetooth
4091,Positioning
4091,Radio
4091,USB
4091,WLAN
4059,Bluetooth
4059,Positioning
4059,USB
4059,WLAN
3967,Bluetooth
3967,Positioning
3967,Radio
3967,USB
3967,WLAN
4026,Bluetooth
4026,Positioning
4026,USB
4026,WLAN
3969,Bluetooth
3969,Positioning
3969,USB
3969,WLAN
3968,Bluetooth
3968,Positioning
3968,USB
3968,WLAN
3908,Bluetooth
3908,Positioning
3908,Radio
3908,USB
3908,WLAN
3913,Bluetooth
3913,Positioning
3913,USB
3913,WLAN
3919,Bluetooth
3919,USB
3919,WLAN
3893,Bluetooth
3893,Positioning
3893,USB
3893,WLAN
3761,Bluetooth
3761,Positioning
3761,Radio
3761,USB
3761,WLAN
3724,Bluetooth
3724,Positioning
3724,Radio
3724,USB
3724,WLAN
3726,Bluetooth
3726,Positioning
3726,Radio
3726,USB
3726,WLAN
3741,Bluetooth
3741,Positioning
3741,Radio
3741,USB
3741,WLAN
3725,Bluetooth
3725,Positioning
3725,Radio
3725,USB
3725,WLAN
3719,Bluetooth
3719,Positioning
3719,USB
3719,WLAN
3453,Bluetooth
3453,Positioning
3453,Radio
3453,USB
3453,WLAN
3672,Bluetooth
3672,Positioning
3672,USB
3672,WLAN
3370,Bluetooth
3370,Positioning
3370,USB
3370,WLAN
3580,Bluetooth
3580,Positioning
3580,Radio
3580,USB
3580,WLAN
3581,Bluetooth
3581,Positioning
3581,USB
3581,WLAN
3408,Bluetooth
3408,Positioning
3408,USB
3408,WLAN
3410,Bluetooth
3410,Positioning
3410,Radio
3410,USB
3410,WLAN
3432,Bluetooth
3432,Positioning
3432,Radio
3432,USB
3432,WLAN
3395,Bluetooth
3395,Positioning
3395,Radio
3395,USB
3395,WLAN
3294,Bluetooth
3294,Positioning
3294,USB
3294,WLAN
3115,Bluetooth
3115,Positioning
3115,Radio
3115,USB
3115,WLAN
7060,Bluetooth
7060,Positioning
7060,Radio
7060,USB
7060,WLAN
7031,Bluetooth
7031,Positioning
7031,Radio
7031,USB
7031,WLAN
6882,Bluetooth
6882,Positioning
6882,Radio
6882,USB
6882,WLAN
5967,Bluetooth
5967,Positioning
5967,Radio
5967,USB
5967,WLAN
5966,Bluetooth
5966,Positioning
5966,Radio
5966,USB
5966,WLAN
5541,Bluetooth
5541,Positioning
5541,Radio
5541,USB
5541,WLAN
5148,Bluetooth
5148,Positioning
5148,Radio
5148,USB
5148,WLAN
5149,Bluetooth
5149,Positioning
5149,Radio
5149,USB
5149,WLAN
4930,Bluetooth
4930,Positioning
4930,Radio
4930,USB
4930,WLAN
4832,Bluetooth
4832,Positioning
4832,Radio
4832,USB
4832,WLAN
4718,Bluetooth
4718,Positioning
4718,Radio
4718,USB
4718,WLAN
4831,Bluetooth
4831,Positioning
4831,Radio
4831,USB
4831,WLAN
4782,Bluetooth
4782,Positioning
4782,Radio
4782,USB
4782,WLAN
4775,Bluetooth
4775,Infrared port
4775,Positioning
4775,Radio
4775,USB
4775,WLAN
4774,Bluetooth
4774,Positioning
4774,USB
4774,WLAN
4773,Bluetooth
4773,Infrared port
4773,Positioning
4773,Radio
4773,USB
4773,WLAN
4772,Bluetooth
4772,Infrared port
4772,Positioning
4772,Radio
4772,USB
4772,WLAN
4647,Bluetooth
4647,Positioning
4647,USB
4647,WLAN
4437,Bluetooth
4437,Positioning
4437,Radio
4437,USB
4437,WLAN
12582,Bluetooth
12582,Infrared port
12582,Positioning
12582,USB
12582,WLAN
12197,Bluetooth
12197,Positioning
12197,Radio
12197,USB
12197,WLAN
12124,Bluetooth
12124,Positioning
12124,Radio
12124,USB
12124,WLAN
12053,Bluetooth
12053,Positioning
12053,Radio
12053,USB
12053,WLAN
11956,Bluetooth
11956,Infrared port
11956,Positioning
11956,USB
11956,WLAN
11904,Bluetooth
11904,Infrared port
11904,Positioning
11904,USB
11904,WLAN
11909,Bluetooth
11909,Positioning
11909,Radio
11909,USB
11909,WLAN
11848,Bluetooth
11848,Positioning
11848,Radio
11848,USB
11848,WLAN
11519,Bluetooth
11519,Infrared port
11519,Positioning
11519,Radio
11519,USB
11519,WLAN
11449,Bluetooth
11449,Positioning
11449,USB
11449,WLAN
11412,Bluetooth
11412,Infrared port
11412,Positioning
11412,USB
11412,WLAN
11396,Bluetooth
11396,Infrared port
11396,Positioning
11396,USB
11396,WLAN
11186,Bluetooth
11186,Infrared port
11186,Positioning
11186,USB
11186,WLAN
11241,Bluetooth
11241,Infrared port
11241,Positioning
11241,USB
11241,WLAN
11181,Bluetooth
11181,Infrared port
11181,Positioning
11181,USB
11181,WLAN
11129,Bluetooth
11129,Positioning
11129,Radio
11129,USB
11129,WLAN
11128,Bluetooth
11128,Positioning
11128,Radio
11128,USB
11128,WLAN
11134,Bluetooth
11134,Positioning
11134,Radio
11134,USB
11134,WLAN
11127,Bluetooth
11127,Positioning
11127,Radio
11127,USB
11127,WLAN
11079,Bluetooth
11079,Infrared port
11079,Positioning
11079,Radio
11079,USB
11079,WLAN
11008,Bluetooth
11008,Infrared port
11008,Positioning
11008,Radio
11008,USB
11008,WLAN
10919,Bluetooth
10919,Infrared port
10919,Positioning
10919,Radio
10919,USB
10919,WLAN
10867,Bluetooth
10867,Infrared port
10867,Positioning
10867,Radio
10867,USB
10867,WLAN
10247,Bluetooth
10247,Infrared port
10247,Positioning
10247,Radio
10247,USB
10247,WLAN
10770,Bluetooth
10770,Infrared port
10770,Positioning
10770,USB
10770,WLAN
10771,Bluetooth
10771,Infrared port
10771,Positioning
10771,USB
10771,WLAN
10616,Bluetooth
10616,Infrared port
10616,Positioning
10616,Radio
10616,USB
10616,WLAN
10581,Bluetooth
10581,Infrared port
10581,Positioning
10581,USB
10581,WLAN
10609,Bluetooth
10609,Infrared port
10609,Positioning
10609,Radio
10609,USB
10609,WLAN
10599,Bluetooth
10599,Infrared port
10599,Positioning
10599,Radio
10599,USB
10599,WLAN
10591,Bluetooth
10591,Positioning
10591,Radio
10591,USB
10591,WLAN
10399,Bluetooth
10399,Positioning
10399,Radio
10399,USB
10399,WLAN
10461,Bluetooth
10461,Infrared port
10461,Positioning
10461,Radio
10461,USB
10461,WLAN
10398,Bluetooth
10398,Positioning
10398,Radio
10398,USB
10398,WLAN
10350,Bluetooth
10350,Positioning
10350,USB
10350,WLAN
10318,Bluetooth
10318,Infrared port
10318,Positioning
10318,Radio
10318,USB
10318,WLAN
10279,Bluetooth
10279,Positioning
10279,Radio
10279,USB
10279,WLAN
10278,Bluetooth
10278,Positioning
10278,Radio
10278,USB
10278,WLAN
10266,Bluetooth
10266,Infrared port
10266,Positioning
10266,Radio
10266,USB
10266,WLAN
10202,Bluetooth
10202,Infrared port
10202,Positioning
10202,Radio
10202,USB
10202,WLAN
10147,Bluetooth
10147,Infrared port
10147,Positioning
10147,Radio
10147,USB
10147,WLAN
10126,Bluetooth
10126,Infrared port
10126,Positioning
10126,Radio
10126,USB
10126,WLAN
10120,Bluetooth
10120,Infrared port
10120,Positioning
10120,Radio
10120,USB
10120,WLAN
10109,Bluetooth
10109,Positioning
10109,USB
10109,WLAN
10110,Bluetooth
10110,Positioning
10110,USB
10110,WLAN
10169,Bluetooth
10169,Positioning
10169,Radio
10169,USB
10169,WLAN
10078,Bluetooth
10078,Positioning
10078,Radio
10078,USB
10078,WLAN
9800,Bluetooth
9800,Infrared port
9800,Positioning
9800,Radio
9800,USB
9800,WLAN
9897,Bluetooth
9897,Positioning
9897,Radio
9897,USB
9897,WLAN
9779,Bluetooth
9779,Positioning
9779,USB
9779,WLAN
9769,Bluetooth
9769,Infrared port
9769,Positioning
9769,Radio
9769,USB
9769,WLAN
9716,Bluetooth
9716,Positioning
9716,Radio
9716,USB
9716,WLAN
9759,Bluetooth
9759,Infrared port
9759,Positioning
9759,Radio
9759,USB
9759,WLAN
9707,Bluetooth
9707,Infrared port
9707,Positioning
9707,Radio
9707,USB
9707,WLAN
9639,Bluetooth
9639,Positioning
9639,USB
9639,WLAN
9498,Bluetooth
9498,Infrared port
9498,Positioning
9498,Radio
9498,USB
9498,WLAN
9521,Bluetooth
9521,Infrared port
9521,Positioning
9521,Radio
9521,USB
9521,WLAN
9534,Bluetooth
9534,Positioning
9534,Radio
9534,USB
9534,WLAN
9513,Bluetooth
9513,Infrared port
9513,Positioning
9513,Radio
9513,USB
9513,WLAN
9499,Bluetooth
9499,Positioning
9499,Radio
9499,USB
9499,WLAN
9382,Bluetooth
9382,Positioning
9382,USB
9382,WLAN
9333,Bluetooth
9333,Infrared port
9333,Positioning
9333,Radio
9333,WLAN
9329,Bluetooth
9329,Positioning
9329,USB
9329,WLAN
9293,Bluetooth
9293,Positioning
9293,Radio
9293,USB
9293,WLAN
9140,Bluetooth
9140,Infrared port
9140,Positioning
9140,USB
9140,WLAN
9247,Bluetooth
9247,Infrared port
9247,Positioning
9247,Radio
9247,USB
9247,WLAN
8963,Bluetooth
8963,Infrared port
8963,Positioning
8963,Radio
8963,USB
8963,WLAN
9249,Bluetooth
9249,Positioning
9249,USB
9249,WLAN
9237,Bluetooth
9237,Positioning
9237,Radio
9237,USB
9237,WLAN
9217,Bluetooth
9217,Positioning
9217,Radio
9217,USB
9217,WLAN
9219,Bluetooth
9219,Infrared port
9219,Positioning
9219,USB
9219,WLAN
9185,Bluetooth
9185,Infrared port
9185,Radio
9185,USB
9185,WLAN
9120,Bluetooth
9120,Infrared port
9120,Positioning
9120,Radio
9120,USB
9120,WLAN
8893,Bluetooth
8893,Infrared port
8893,Positioning
8893,Radio
8893,USB
8893,WLAN
9164,Bluetooth
9164,Positioning
9164,USB
9164,WLAN
8959,Bluetooth
8959,Infrared port
8959,Positioning
8959,Radio
8959,USB
8959,WLAN
8768,Bluetooth
8768,Infrared port
8768,Positioning
8768,Radio
8768,USB
8768,WLAN
8898,Bluetooth
8898,Infrared port
8898,Positioning
8898,Radio
8898,USB
8898,WLAN
8753,Bluetooth
8753,Infrared port
8753,Positioning
8753,Radio
8753,USB
8753,WLAN
8818,Bluetooth
8818,Infrared port
8818,Positioning
8818,Radio
8818,USB
8818,WLAN
8776,Bluetooth
8776,Infrared port
8776,Positioning
8776,Radio
8776,USB
8776,WLAN
8582,Bluetooth
8582,Infrared port
8582,Positioning
8582,Radio
8582,USB
8582,WLAN
8608,Bluetooth
8608,Infrared port
8608,Positioning
8608,Radio
8608,USB
8608,WLAN
8477,Bluetooth
8477,Radio
8477,USB
8477,WLAN
8439,Bluetooth
8439,Infrared port
8439,Positioning
8439,Radio
8439,USB
8439,WLAN
8580,Bluetooth
8580,Infrared port
8580,Positioning
8580,Radio
8580,USB
8580,WLAN
8531,Bluetooth
8531,Infrared port
8531,Positioning
8531,Radio
8531,USB
8531,WLAN
8420,Bluetooth
8420,Infrared port
8420,Positioning
8420,Radio
8420,USB
8420,WLAN
8419,Bluetooth
8419,Infrared port
8419,Positioning
8419,Radio
8419,USB
8419,WLAN
8263,Bluetooth
8263,Infrared port
8263,Positioning
8263,Radio
8263,USB
8263,WLAN
8291,Bluetooth
8291,Infrared port
8291,Positioning
8291,Radio
8291,USB
8291,WLAN
8233,Bluetooth
8233,Infrared port
8233,Positioning
8233,Radio
8233,USB
8233,WLAN
8212,Bluetooth
8212,Infrared port
8212,Positioning
8212,Radio
8212,USB
8212,WLAN
8250,Bluetooth
8250,Infrared port
8250,Positioning
8250,Radio
8250,USB
8250,WLAN
8150,Bluetooth
8150,Infrared port
8150,Positioning
8150,Radio
8150,USB
8150,WLAN
8007,Bluetooth
8007,Infrared port
8007,Positioning
8007,Radio
8007,USB
8007,WLAN
7962,Bluetooth
7962,Infrared port
7962,Positioning
7962,USB
7962,WLAN
7863,Bluetooth
7863,Infrared port
7863,Positioning
7863,Radio
7863,USB
7863,WLAN
7862,Bluetooth
7862,Infrared port
7862,Positioning
7862,Radio
7862,USB
7862,WLAN
7822,Bluetooth
7822,Positioning
7822,Radio
7822,USB
7822,WLAN
7769,Bluetooth
7769,Infrared port
7769,Positioning
7769,Radio
7769,USB
7769,WLAN
7512,Bluetooth
7512,Infrared port
7512,Positioning
7512,USB
7512,WLAN
6992,Bluetooth
6992,Infrared port
6992,Positioning
6992,Radio
6992,USB
6992,WLAN
7710,Bluetooth
7710,Positioning
7710,Radio
7710,USB
7710,WLAN
7480,Bluetooth
7480,Positioning
7480,Radio
7480,USB
7480,WLAN
7211,Bluetooth
7211,Positioning
7211,Radio
7211,USB
7211,WLAN
6952,Bluetooth
6952,Positioning
6952,USB
6952,WLAN
6944,Bluetooth
6944,Positioning
6944,USB
6944,WLAN
7159,Bluetooth
7159,Positioning
7159,Radio
7159,USB
7159,WLAN
6884,Bluetooth
6884,Positioning
6884,Radio
6884,USB
6884,WLAN
6866,Bluetooth
6866,Infrared port
6866,Positioning
6866,Radio
6866,USB
6866,WLAN
6561,Bluetooth
6561,Positioning
6561,Radio
6561,USB
6561,WLAN
6518,Bluetooth
6518,Infrared port
6518,Positioning
6518,Radio
6518,USB
6518,WLAN
6365,Bluetooth
6365,USB
6365,WLAN
6217,Bluetooth
6217,Positioning
6217,Radio
6217,USB
6217,WLAN
6373,Bluetooth
6373,Positioning
6373,Radio
6373,USB
6373,WLAN
5609,Bluetooth
5609,Positioning
5609,Radio
5609,USB
5609,WLAN
5397,Bluetooth
5397,Positioning
5397,Radio
5397,USB
5397,WLAN
4928,Bluetooth
4928,Positioning
4928,Radio
4928,USB
4928,WLAN
4929,Bluetooth
4929,Positioning
4929,USB
4929,WLAN
12611,Bluetooth
12611,Positioning
12611,USB
12611,WLAN
12455,Bluetooth
12455,Positioning
12455,USB
12455,WLAN
11660,Bluetooth
11660,Positioning
11660,USB
11660,WLAN
11612,Bluetooth
11612,Positioning
11612,USB
11612,WLAN
11579,Bluetooth
11579,Positioning
11579,USB
11579,WLAN
11700,Bluetooth
11700,Positioning
11700,USB
11700,WLAN
11243,Bluetooth
11243,Positioning
11243,USB
11243,WLAN
11946,Bluetooth
11946,Positioning
11946,USB
11946,WLAN
11203,Bluetooth
11203,Positioning
11203,Radio
11203,USB
11203,WLAN
11009,Bluetooth
11009,Positioning
11009,USB
11009,WLAN
10885,Bluetooth
10885,Positioning
10885,USB
10885,WLAN
10798,Bluetooth
10798,Positioning
10798,USB
10798,WLAN
10820,Bluetooth
10820,Positioning
10820,USB
10820,WLAN
10821,Bluetooth
10821,Positioning
10821,USB
10821,WLAN
10614,Bluetooth
10614,Positioning
10614,USB
10614,WLAN
10567,Bluetooth
10567,Positioning
10567,Radio
10567,USB
10567,WLAN
11728,Bluetooth
11728,Positioning
11728,USB
11728,WLAN
11197,Bluetooth
11197,Positioning
11197,USB
11197,WLAN
11729,Bluetooth
11729,Positioning
11729,USB
11729,WLAN
11723,Bluetooth
11723,Positioning
11723,Radio
11723,USB
11723,WLAN
10281,Bluetooth
10281,Positioning
10281,USB
10281,WLAN
11725,Bluetooth
11725,Positioning
11725,USB
11725,WLAN
11724,Bluetooth
11724,Positioning
11724,USB
11724,WLAN
10284,Bluetooth
10284,Positioning
10284,USB
10284,WLAN
11705,Bluetooth
11705,USB
11705,WLAN
10070,Bluetooth
10070,Positioning
10070,USB
10070,WLAN
9955,Bluetooth
9955,Positioning
9955,Radio
9955,USB
9955,WLAN
9921,Bluetooth
9921,Positioning
9921,Radio
9921,USB
9921,WLAN
9839,Bluetooth
9839,Positioning
9839,USB
9839,WLAN
9780,Bluetooth
9780,Positioning
9780,USB
9780,WLAN
9712,Bluetooth
9712,Positioning
9712,Radio
9712,USB
9712,WLAN
9713,Bluetooth
9713,Positioning
9713,Radio
9713,USB
9713,WLAN
9714,Bluetooth
9714,Positioning
9714,Radio
9714,USB
9714,WLAN
9692,Bluetooth
9692,Positioning
9692,USB
9692,WLAN
9433,Bluetooth
9433,Positioning
9433,USB
9433,WLAN
9347,Bluetooth
9347,Positioning
9347,USB
9347,WLAN
9171,Bluetooth
9171,Positioning
9171,USB
9171,WLAN
9174,Bluetooth
9174,Positioning
9174,USB
9174,WLAN
9701,Bluetooth
9701,Positioning
9701,USB
9701,WLAN
9697,Bluetooth
9697,Positioning
9697,Radio
9697,USB
9697,WLAN
9161,Bluetooth
9161,Positioning
9161,USB
9161,WLAN
9133,Bluetooth
9133,Positioning
9133,Radio
9133,USB
9133,WLAN
9110,Bluetooth
9110,Positioning
9110,Radio
9110,USB
9110,WLAN
9038,Bluetooth
9038,Positioning
9038,Radio
9038,USB
9038,WLAN
8970,Bluetooth
8970,Positioning
8970,Radio
8970,USB
8970,WLAN
9033,Bluetooth
9033,Positioning
9033,Radio
9033,USB
9033,WLAN
8913,Bluetooth
8913,Positioning
8913,Radio
8913,USB
8913,WLAN
8290,Bluetooth
8290,Positioning
8290,Radio
8290,USB
8290,WLAN
8895,Bluetooth
8895,Positioning
8895,USB
8895,WLAN
8894,Bluetooth
8894,Positioning
8894,USB
8894,WLAN
8793,Bluetooth
8793,Positioning
8793,Radio
8793,USB
8793,WLAN
8779,Bluetooth
8779,Positioning
8779,USB
8779,WLAN
8752,Bluetooth
8752,Positioning
8752,Radio
8752,USB
8752,WLAN
8748,Bluetooth
8748,Positioning
8748,USB
8748,WLAN
8746,Bluetooth
8746,Positioning
8746,USB
8746,WLAN
8747,Bluetooth
8747,Positioning
8747,USB
8747,WLAN
8660,Bluetooth
8660,Positioning
8660,Radio
8660,USB
8660,WLAN
8609,Bluetooth
8609,Positioning
8609,Radio
8609,USB
8609,WLAN
8607,Bluetooth
8607,Positioning
8607,Radio
8607,USB
8607,WLAN
8600,Bluetooth
8600,Positioning
8600,Radio
8600,USB
8600,WLAN
8601,Bluetooth
8601,Positioning
8601,Radio
8601,USB
8601,WLAN
8562,Bluetooth
8562,Positioning
8562,Radio
8562,USB
8562,WLAN
8501,Bluetooth
8501,Positioning
8501,Radio
8501,USB
8501,WLAN
8401,Bluetooth
8401,Positioning
8401,USB
8401,WLAN
8638,Bluetooth
8638,Positioning
8638,Radio
8638,USB
8638,WLAN
8300,Bluetooth
8300,Positioning
8300,Radio
8300,USB
8300,WLAN
8182,Bluetooth
8182,Positioning
8182,Radio
8182,USB
8182,WLAN
8092,Bluetooth
8092,Positioning
8092,Radio
8092,USB
8092,WLAN
8548,Bluetooth
8548,Positioning
8548,Radio
8548,USB
8548,WLAN
8044,Bluetooth
8044,Positioning
8044,Radio
8044,USB
8044,WLAN
8063,Bluetooth
8063,Positioning
8063,Radio
8063,USB
8063,WLAN
7963,Bluetooth
7963,Positioning
7963,Radio
7963,USB
7963,WLAN
8293,Bluetooth
8293,Positioning
8293,Radio
8293,USB
8293,WLAN
7943,Bluetooth
7943,Positioning
7943,Radio
7943,USB
7943,WLAN
9152,Bluetooth
9152,Positioning
9152,Radio
9152,USB
9152,WLAN
8143,Bluetooth
8143,Positioning
8143,Radio
8143,USB
8143,WLAN
7944,Bluetooth
7944,Positioning
7944,Radio
7944,USB
7944,WLAN
7868,Bluetooth
7868,Positioning
7868,Radio
7868,USB
7868,WLAN
7852,Bluetooth
7852,Positioning
7852,Radio
7852,USB
7852,WLAN
7853,Bluetooth
7853,Positioning
7853,Radio
7853,USB
7853,WLAN
7761,Bluetooth
7761,Positioning
7761,Radio
7761,USB
7761,WLAN
7670,Bluetooth
7670,Positioning
7670,Radio
7670,USB
7670,WLAN
7646,Bluetooth
7646,Positioning
7646,USB
7646,WLAN
7572,Bluetooth
7572,Positioning
7572,USB
7572,WLAN
7485,Bluetooth
7485,Positioning
7485,Radio
7485,USB
7485,WLAN
7430,Bluetooth
7430,Positioning
7430,USB
7430,WLAN
8114,Bluetooth
8114,Positioning
8114,Radio
8114,USB
8114,WLAN
7481,Bluetooth
7481,Positioning
7481,Radio
7481,USB
7481,WLAN
7656,Bluetooth
7656,Positioning
7656,USB
7656,WLAN
7790,Bluetooth
7790,Positioning
7790,Radio
7790,USB
7790,WLAN
7355,Bluetooth
7355,Positioning
7355,USB
7355,WLAN
8244,Bluetooth
8244,Positioning
8244,Radio
8244,USB
8244,WLAN
7294,Bluetooth
7294,Positioning
7294,Radio
7294,USB
7294,WLAN
7168,Bluetooth
7168,Positioning
7168,Radio
7168,USB
7168,WLAN
7149,Bluetooth
7149,Positioning
7149,Radio
7149,USB
7149,WLAN
7891,Bluetooth
7891,Positioning
7891,Radio
7891,USB
7891,WLAN
7057,Bluetooth
7057,Positioning
7057,Radio
7057,USB
7057,WLAN
7058,Bluetooth
7058,Positioning
7058,Radio
7058,USB
7058,WLAN
7056,Bluetooth
7056,Positioning
7056,Radio
7056,USB
7056,WLAN
6954,Bluetooth
6954,Positioning
6954,Radio
6954,USB
6954,WLAN
6914,Bluetooth
6914,Infrared port
6914,Positioning
6914,Radio
6914,USB
6914,WLAN
6898,Bluetooth
6898,Positioning
6898,Radio
6898,USB
6898,WLAN
6847,Bluetooth
6847,Positioning
6847,Radio
6847,USB
6847,WLAN
6697,Bluetooth
6697,Positioning
6697,Radio
6697,USB
6697,WLAN
6641,Bluetooth
6641,Positioning
6641,Radio
6641,USB
6641,WLAN
6607,Bluetooth
6607,Positioning
6607,Radio
6607,USB
6607,WLAN
6492,Bluetooth
6492,Positioning
6492,Radio
6492,USB
6492,WLAN
6367,Bluetooth
6367,Positioning
6367,Radio
6367,USB
6367,WLAN
6579,Bluetooth
6579,Positioning
6579,Radio
6579,USB
6579,WLAN
6381,Bluetooth
6381,Positioning
6381,Radio
6381,USB
6381,WLAN
6324,Bluetooth
6324,Positioning
6324,Radio
6324,USB
6324,WLAN
6155,Bluetooth
6155,Positioning
6155,Radio
6155,USB
6155,WLAN
5948,Bluetooth
5948,Positioning
5948,Radio
5948,USB
5948,WLAN
5853,Bluetooth
5853,Positioning
5853,Radio
5853,USB
5853,WLAN
5834,Bluetooth
5834,Positioning
5834,Radio
5834,USB
5834,WLAN
5659,Bluetooth
5659,Positioning
5659,USB
5659,WLAN
5499,Bluetooth
5499,Positioning
5499,Radio
5499,USB
5499,WLAN
5330,Bluetooth
5330,Positioning
5330,Radio
5330,USB
5330,WLAN
5470,Bluetooth
5470,Positioning
5470,USB
5470,WLAN
5173,Bluetooth
5173,Positioning
5173,USB
5173,WLAN
5133,Bluetooth
5133,Positioning
5133,USB
5133,WLAN
5004,Bluetooth
5004,Positioning
5004,Radio
5004,USB
5004,WLAN
4983,Bluetooth
4983,Positioning
4983,Radio
4983,USB
4983,WLAN
4873,Bluetooth
4873,Positioning
4873,Radio
4873,USB
4873,WLAN
4597,Bluetooth
4597,Positioning
4597,Radio
4597,USB
4597,WLAN
4598,Bluetooth
4598,Positioning
4598,Radio
4598,USB
4598,WLAN
4506,Bluetooth
4506,Positioning
4506,USB
4506,WLAN
4467,Bluetooth
4467,Positioning
4467,USB
4467,WLAN
4304,Bluetooth
4304,Positioning
4304,Radio
4304,USB
4304,WLAN
3391,Bluetooth
3391,Positioning
3391,Radio
3391,USB
3391,WLAN
