device_id,body_dims_mm,body_lenght_mm,body_width_mm,body_height_mm,body_dims_inch,body_lenght_inch,body_width_inch,body_height_inch,body_weight_g,body_weight_oz
11247,161.5 x 74.8 x 7.5,161.5,74.8,7.5,6.36 x 2.94 x 0.30,6.36,2.94,0.3,180.0,6.35
11328,165.2 x 76 x 9.2,165.2,76.0,9.2,6.50 x 2.99 x 0.36,6.5,2.99,0.36,185.0,6.53
11177,159.1 x 74.1 x 9,159.1,74.1,9.0,6.26 x 2.92 x 0.35,6.26,2.92,0.35,185.0,6.53
11120,163.4 x 74.4 x 8,163.4,74.4,8.0,6.43 x 2.93 x 0.31,6.43,2.93,0.31,186.0,6.56
11121,160 x 73.7 x 7.8,160.0,73.7,7.8,6.30 x 2.90 x 0.31,6.3,2.9,0.31,175.0,6.17
11048,160.1 x 74.1 x 7.6,160.1,74.1,7.6,6.30 x 2.92 x 0.30,6.3,2.92,0.3,169.0,5.96
11030,160.7 x 73.3 x 8.4,160.7,73.3,8.4,6.33 x 2.89 x 0.33,6.33,2.89,0.33,179.0,6.31
10755,148.9 x 71.1 x 8.5,148.9,71.1,8.5,5.86 x 2.80 x 0.33,5.86,2.8,0.33,175.0,6.17
10642,163.3 x 74.1 x 7.9,163.3,74.1,7.9,6.43 x 2.92 x 0.31,6.43,2.92,0.31,184.0,6.49
10645,160.1 x 74.1 x 7.6,160.1,74.1,7.6,6.30 x 2.92 x 0.30,6.3,2.92,0.3,169.0,5.96
10652,165.7 x 76.9 x 9.3,165.7,76.9,9.3,6.52 x 3.03 x 0.37,6.52,3.03,0.37,206.0,7.27
10579,161.1 x 74.8 x 7.5,161.1,74.8,7.5,6.34 x 2.94 x 0.30,6.34,2.94,0.3,178.0,6.28
10551,162.9 x 75.5 x 10.1,162.9,75.5,10.1,6.41 x 2.97 x 0.40,6.41,2.97,0.4,234.0,8.25
10550,162.9 x 75.5 x 8.8,162.9,75.5,8.8,6.41 x 2.97 x 0.35,6.41,2.97,0.35,230.0,8.11
10555,158.1 x 73.1 x 8.8,158.1,73.1,8.8,6.22 x 2.88 x 0.35,6.22,2.88,0.35,198.0,6.98
10519,162.3 x 75 x 8.6,162.3,75.0,8.6,6.39 x 2.95 x 0.34,6.39,2.95,0.34,189.0,6.67
10546,165.7 x 76.9 x 9.3,165.7,76.9,9.3,6.52 x 3.03 x 0.37,6.52,3.03,0.37,206.0,7.27
10475,165.7 x 76.9 x 9.3,165.7,76.9,9.3,6.52 x 3.03 x 0.37,6.52,3.03,0.37,206.0,7.27
10429,163.5 x 76.5 x 9,163.5,76.5,9.0,6.44 x 3.01 x 0.35,6.44,3.01,0.35,197.0,6.95
10417,163.5 x 76.5 x 9,163.5,76.5,9.0,6.44 x 3.01 x 0.35,6.44,3.01,0.35,197.0,6.95
10418,165.2 x 76 x 9.2,165.2,76.0,9.2,6.50 x 2.99 x 0.36,6.5,2.99,0.36,188.0,6.63
10299,160 x 75.3 x 8.4,160.0,75.3,8.4,6.30 x 2.96 x 0.33,6.3,2.96,0.33,192.0,6.77
10252,160 x 75.3 x 8.4,160.0,75.3,8.4,6.30 x 2.96 x 0.33,6.3,2.96,0.33,182.0,6.42
10292,157.4 x 73.2 x 7.8,157.4,73.2,7.8,6.20 x 2.88 x 0.31,6.2,2.88,0.31,163.0,5.75
10249,157.4 x 73.2 x 7.8,157.4,73.2,7.8,6.20 x 2.88 x 0.31,6.2,2.88,0.31,163.0,5.75
10236,162.3 x 75 x 8.6,162.3,75.0,8.6,6.39 x 2.95 x 0.34,6.39,2.95,0.34,189.0,6.67
10219,158 x 73.4 x 8.4,158.0,73.4,8.4,6.22 x 2.89 x 0.33,6.22,2.89,0.33,192.0,6.77
10231,199.7 x 121.1 x 8.6,199.7,121.1,8.6,7.86 x 4.77 x 0.34,7.86,4.77,0.34,310.0,10.93
10227,162.4 x 77.1 x 8.1,162.4,77.1,8.1,6.39 x 3.04 x 0.32,6.39,3.04,0.32,180.0,6.35
10222,159.1 x 74.1 x 9,159.1,74.1,9.0,6.26 x 2.92 x 0.35,6.26,2.92,0.35,185.0,6.53
10223,146.5 x 70.9 x 8.4,146.5,70.9,8.4,5.77 x 2.79 x 0.33,5.77,2.79,0.33,144.0,5.08
10212,155.2 x 73.4 x 8,155.2,73.4,8.0,6.11 x 2.89 x 0.31,6.11,2.89,0.31,160.0,5.64
10203,160.4 x 73.7 x 8,160.4,73.7,8.0,6.31 x 2.90 x 0.31,6.31,2.9,0.31,178.0,6.28
10204,160.6 x 74.3 x 8,160.6,74.3,8.0,6.32 x 2.93 x 0.31,6.32,2.93,0.31,180.0,6.35
10205,162.3 x 75 x 8.6,162.3,75.0,8.6,6.39 x 2.95 x 0.34,6.39,2.95,0.34,189.0,6.67
11010,159.1 x 74.1 x 9,159.1,74.1,9.0,6.26 x 2.92 x 0.35,6.26,2.92,0.35,185.0,6.53
10153,148.9 x 71.1 x 8.5,148.9,71.1,8.5,5.86 x 2.80 x 0.33,5.86,2.8,0.33,175.0,6.17
10112,159.8 x 76.1 x 8.1,159.8,76.1,8.1,6.29 x 3.00 x 0.32,6.29,3.0,0.32,176.0,6.21
10073,152.9 x 72.7 x 7.4,152.9,72.7,7.4,6.02 x 2.86 x 0.29,6.02,2.86,0.29,152.9,5.4
10074,159.8 x 76.1 x 8.1,159.8,76.1,8.1,6.29 x 3.00 x 0.32,6.29,3.0,0.32,176.0,6.21
10012,156.3 x 73.5 x 8,156.3,73.5,8.0,6.15 x 2.89 x 0.31,6.15,2.89,0.31,150.0,5.29
9799,163.1 x 77.2 x 8.8,163.1,77.2,8.8,6.42 x 3.04 x 0.35,6.42,3.04,0.35,206.0,7.27
9956,163.1 x 77.2 x 8.8,163.1,77.2,8.8,6.42 x 3.04 x 0.35,6.42,3.04,0.35,206.0,7.27
9922,156.1 x 73.9 x 8.3,156.1,73.9,8.3,6.15 x 2.91 x 0.33,6.15,2.91,0.33,178.0,6.28
9933,157.4 x 73.2 x 7.8,157.4,73.2,7.8,6.20 x 2.88 x 0.31,6.2,2.88,0.31,163.0,5.75
9905,159.8 x 76.1 x 8.1,159.8,76.1,8.1,6.29 x 3.00 x 0.32,6.29,3.0,0.32,176.0,6.21
9887,158.1 x 73.1 x 9.3,158.1,73.1,9.3,6.22 x 2.88 x 0.37,6.22,2.88,0.37,198.0,6.98
9880,158.1 x 73.1 x 8.8,158.1,73.1,8.8,6.22 x 2.88 x 0.35,6.22,2.88,0.35,198.0,6.98
9885,158.1 x 73.1 x 8.8,158.1,73.1,8.8,6.22 x 2.88 x 0.35,6.22,2.88,0.35,198.0,6.98
9881,160.8 x 76.1 x 8.4,160.8,76.1,8.4,6.33 x 3.00 x 0.33,6.33,3.0,0.33,196.0,6.91
9886,160.8 x 76.1 x 8.4,160.8,76.1,8.4,6.33 x 3.00 x 0.33,6.33,3.0,0.33,196.0,6.91
9765,156.1 x 73.9 x 8.3,156.1,73.9,8.3,6.15 x 2.91 x 0.33,6.15,2.91,0.33,178.0,6.28
9830,163.5 x 77.3 x 8.8,163.5,77.3,8.8,6.44 x 3.04 x 0.35,6.44,3.04,0.35,163.5,5.78
9803,154.3 x 74 x 7.8,154.3,74.0,7.8,6.07 x 2.91 x 0.31,6.07,2.91,0.31,174.0,6.14
9823,206.4 x 125.2 x 8.2,206.4,125.2,8.2,8.13 x 4.93 x 0.32,8.13,4.93,0.32,340.0,11.99
9747,206.4 x 125.2 x 7.4,206.4,125.2,7.4,8.13 x 4.93 x 0.29,8.13,4.93,0.29,320.0,11.29
9746,157.4 x 74.8 x 7.3,157.4,74.8,7.3,6.20 x 2.94 x 0.29,6.2,2.94,0.29,171.0,6.03
9728,157.4 x 74.8 x 7.3,157.4,74.8,7.3,6.20 x 2.94 x 0.29,6.2,2.94,0.29,171.0,6.03
9742,163.5 x 77.3 x 8.9,163.5,77.3,8.9,6.44 x 3.04 x 0.35,6.44,3.04,0.35,196.8,6.95
9694,163.5 x 77.3 x 8.8,163.5,77.3,8.8,6.44 x 3.04 x 0.35,6.44,3.04,0.35,196.8,6.95
9705,174.6 x 85.4 x 8.4,174.6,85.4,8.4,6.87 x 3.36 x 0.33,6.87,3.36,0.33,233.0,8.22
9635,158 x 73.4 x 8.4,158.0,73.4,8.4,6.22 x 2.89 x 0.33,6.22,2.89,0.33,192.0,6.77
9530,149.1 x 71.4 x 7.6,149.1,71.4,7.6,5.87 x 2.81 x 0.30,5.87,2.81,0.3,165.0,5.82
9545,152.9 x 72.7 x 7.4,152.9,72.7,7.4,6.02 x 2.86 x 0.29,6.02,2.86,0.29,159.0,5.61
9627,152.9 x 72.7 x 7.4,152.9,72.7,7.4,6.02 x 2.86 x 0.29,6.02,2.86,0.29,159.0,5.61
9675,147.1 x 70.8 x 8.5,147.1,70.8,8.5,5.79 x 2.79 x 0.33,5.79,2.79,0.33,146.0,5.15
9645,156.3 x 73.5 x 8,156.3,73.5,8.0,6.15 x 2.89 x 0.31,6.15,2.89,0.31,150.0,5.29
9644,155.2 x 73.4 x 8,155.2,73.4,8.0,6.11 x 2.89 x 0.31,6.11,2.89,0.31,160.0,5.64
9643,177.6 x 86.2 x 8.5,177.6,86.2,8.5,6.99 x 3.39 x 0.33,6.99,3.39,0.33,210.0,7.41
9668,204.2 x 122.2 x 8.2,204.2,122.2,8.2,8.04 x 4.81 x 0.32,8.04,4.81,0.32,310.0,10.93
9576,156.3 x 73.5 x 8,156.3,73.5,8.0,6.15 x 2.89 x 0.31,6.15,2.89,0.31,150.0,5.29
9620,156.3 x 73.5 x 8,156.3,73.5,8.0,6.15 x 2.89 x 0.31,6.15,2.89,0.31,150.0,5.29
9625,158.9 x 76.9 x 8.1,158.9,76.9,8.1,6.26 x 3.03 x 0.32,6.26,3.03,0.32,168.0,5.93
9531,158.9 x 76.9 x 8.1,158.9,76.9,8.1,6.26 x 3.03 x 0.32,6.26,3.03,0.32,168.0,5.93
9500,158.9 x 76.9 x 8.1,158.9,76.9,8.1,6.26 x 3.03 x 0.32,6.26,3.03,0.32,168.0,5.93
9501,146.5 x 70.9 x 8.3,146.5,70.9,8.3,5.77 x 2.79 x 0.33,5.77,2.79,0.33,142.0,5.01
9409,155.2 x 73.4 x 8,155.2,73.4,8.0,6.11 x 2.89 x 0.31,6.11,2.89,0.31,160.0,5.64
9466,158.9 x 76.9 x 8.1,158.9,76.9,8.1,6.26 x 3.03 x 0.32,6.26,3.03,0.32,168.0,5.93
9368,157.8 x 72.3 x 9.7,157.8,72.3,9.7,6.21 x 2.85 x 0.38,6.21,2.85,0.38,187.0,6.6
9369,174.6 x 85.4 x 8.2,174.6,85.4,8.2,6.87 x 3.36 x 0.32,6.87,3.36,0.32,232.0,8.18
9343,157.8 x 72.3 x 8.6,157.8,72.3,8.6,6.21 x 2.85 x 0.34,6.21,2.85,0.34,189.0,6.67
9367,158.2 x 77.2 x 8.3,158.2,77.2,8.3,6.23 x 3.04 x 0.33,6.23,3.04,0.33,188.0,6.63
9324,162.4 x 77.1 x 8.1,162.4,77.1,8.1,6.39 x 3.04 x 0.32,6.39,3.04,0.32,173.0,6.1
9284,158.3 x 75.3 x 7.6,158.3,75.3,7.6,6.23 x 2.96 x 0.30,6.23,2.96,0.3,172.0,6.07
9272,155.2 x 73.4 x 8,155.2,73.4,8.0,6.11 x 2.89 x 0.31,6.11,2.89,0.31,160.0,5.64
9632,157.6 x 75.2 x 7.6,157.6,75.2,7.6,6.20 x 2.96 x 0.30,6.2,2.96,0.3,169.0,5.96
9267,157 x 73.7 x 7.3,157.0,73.7,7.3,6.18 x 2.90 x 0.29,6.18,2.9,0.29,166.0,5.86
9209,146.5 x 70.9 x 8.3,146.5,70.9,8.3,5.77 x 2.79 x 0.33,5.77,2.79,0.33,142.0,5.01
9196,145.1 x 73.7 x 9.5,145.1,73.7,9.5,5.71 x 2.90 x 0.37,5.71,2.9,0.37,175.0,6.17
9502,152.4 x 73 x 7.8,152.4,73.0,7.8,6.00 x 2.87 x 0.31,6.0,2.87,0.31,150.0,5.29
9162,152.4 x 73 x 7.8,152.4,73.0,7.8,6.00 x 2.87 x 0.31,6.0,2.87,0.31,150.0,5.29
9141,152.9 x 72.5 x 8.5,152.9,72.5,8.5,6.02 x 2.85 x 0.33,6.02,2.85,0.33,183.0,6.46
9106,155 x 73.9 x 7.8,155.0,73.9,7.8,6.10 x 2.91 x 0.31,6.1,2.91,0.31,180.0,6.35
9107,149.1 x 70.8 x 7.7,149.1,70.8,7.7,5.87 x 2.79 x 0.30,5.87,2.79,0.3,165.0,5.82
9098,148.6 x 71.2 x 7.4,148.6,71.2,7.4,5.85 x 2.80 x 0.29,5.85,2.8,0.29,145.0,5.11
9188,158.3 x 76.7 x 7.8,158.3,76.7,7.8,6.23 x 3.02 x 0.31,6.23,3.02,0.31,155.0,5.47
9114,158.3 x 76.7 x 7.8,158.3,76.7,7.8,6.23 x 3.02 x 0.31,6.23,3.02,0.31,155.0,5.47
9265,158.3 x 76.7 x 7.8,158.3,76.7,7.8,6.23 x 3.02 x 0.31,6.23,3.02,0.31,155.0,5.47
9112,157.2 x 75.3 x 7.9,157.2,75.3,7.9,6.19 x 2.96 x 0.31,6.19,2.96,0.31,170.0,6.0
9092,212.6 x 124.8 x 7.3,212.6,124.8,7.3,8.37 x 4.91 x 0.29,8.37,4.91,0.29,316.0,11.15
8961,150.1 x 72.1 x 7.5,150.1,72.1,7.5,5.91 x 2.84 x 0.30,5.91,2.84,0.3,143.0,5.04
8943,156.9 x 75.1 x 7.5,156.9,75.1,7.5,6.18 x 2.96 x 0.30,6.18,2.96,0.3,169.0,5.96
8899,154.2 x 74.5 x 7.9,154.2,74.5,7.9,6.07 x 2.93 x 0.31,6.07,2.93,0.31,178.0,6.28
8854,154.2 x 74.5 x 7.9,154.2,74.5,7.9,6.07 x 2.93 x 0.31,6.07,2.93,0.31,178.0,6.28
8877,150.5 x 77.8 x 8.2,150.5,77.8,8.2,5.93 x 3.06 x 0.32,5.93,3.06,0.32,186.0,6.56
8857,156.2 x 75.2 x 7.5,156.2,75.2,7.5,6.15 x 2.96 x 0.30,6.15,2.96,0.3,164.0,5.78
8833,143.5 x 71 x 8.1,143.5,71.0,8.1,5.65 x 2.80 x 0.32,5.65,2.8,0.32,145.0,5.11
8632,153.6 x 76.4 x 8.4,153.6,76.4,8.4,6.05 x 3.01 x 0.33,6.05,3.01,0.33,165.0,5.82
8715,213.3 x 123.3 x 7.5,213.3,123.3,7.5,8.40 x 4.85 x 0.30,8.4,4.85,0.3,310.0,10.93
8637,241.3 x 171.5 x 7.1,241.3,171.5,7.1,9.50 x 6.75 x 0.28,9.5,6.75,0.28,310.0,10.93
8703,153.9 x 74.9 x 6.9,153.9,74.9,6.9,6.06 x 2.95 x 0.27,6.06,2.95,0.27,169.0,5.96
8672,142.2 x 68.9 x 6.9,142.2,68.9,6.9,5.60 x 2.71 x 0.27,5.6,2.71,0.27,143.0,5.04
8663,143.8 x 72 x 8.9,143.8,72.0,8.9,5.66 x 2.83 x 0.35,5.66,2.83,0.35,140.0,4.94
8578,211.1 x 124.7 x 8,211.1,124.7,8.0,8.31 x 4.91 x 0.31,8.31,4.91,0.31,350.0,12.35
8635,179 x 103.7 x 8.6,179.0,103.7,8.6,7.05 x 4.08 x 0.34,7.05,4.08,0.34,250.0,8.82
8687,153.6 x 76.4 x 8.4,153.6,76.4,8.4,6.05 x 3.01 x 0.33,6.05,3.01,0.33,165.0,5.82
8695,143.8 x 72 x 8.4,143.8,72.0,8.4,5.66 x 2.83 x 0.33,5.66,2.83,0.33,150.0,5.29
8640,143.8 x 72 x 8.4,143.8,72.0,8.4,5.66 x 2.83 x 0.33,5.66,2.83,0.33,150.0,5.29
8686,145.1 x 73.7 x 9.5,145.1,73.7,9.5,5.71 x 2.90 x 0.37,5.71,2.9,0.37,175.0,6.17
8515,153.5 x 74.2 x 7,153.5,74.2,7.0,6.04 x 2.92 x 0.28,6.04,2.92,0.28,165.0,5.82
8514,145.3 x 69.3 x 7,145.3,69.3,7.0,5.72 x 2.73 x 0.28,5.72,2.73,0.28,145.0,5.11
8598,146.5 x 72 x 7.2,146.5,72.0,7.2,5.77 x 2.83 x 0.28,5.77,2.83,0.28,146.0,5.15
8516,147.2 x 72.9 x 7.6,147.2,72.9,7.6,5.80 x 2.87 x 0.30,5.8,2.87,0.3,147.0,5.19
8458,143.5 x 69.9 x 7.6,143.5,69.9,7.6,5.65 x 2.75 x 0.30,5.65,2.75,0.3,138.0,4.87
8396,152 x 75 x 7.5,152.0,75.0,7.5,5.98 x 2.95 x 0.30,5.98,2.95,0.3,169.0,5.96
8415,152 x 75 x 7.5,152.0,75.0,7.5,5.98 x 2.95 x 0.30,5.98,2.95,0.3,169.0,5.96
8073,156.9 x 78.9 x 7.9,156.9,78.9,7.9,6.18 x 3.11 x 0.31,6.18,3.11,0.31,190.0,6.7
8402,143.2 x 70.4 x 7.9,143.2,70.4,7.9,5.64 x 2.77 x 0.31,5.64,2.77,0.31,145.0,5.11
8315,215.5 x 124.2 x 7.3,215.5,124.2,7.3,8.48 x 4.89 x 0.29,8.48,4.89,0.29,326.0,11.5
8312,151.8 x 75.7 x 7.3,151.8,75.7,7.3,5.98 x 2.98 x 0.29,5.98,2.98,0.29,160.0,5.64
8284,141.2 x 69.1 x 7.1,141.2,69.1,7.1,5.56 x 2.72 x 0.28,5.56,2.72,0.28,146.0,5.15
8302,187.4 x 105.8 x 8.2,187.4,105.8,8.2,7.38 x 4.17 x 0.32,7.38,4.17,0.32,250.0,8.82
8301,191.8 x 107 x 8.5,191.8,107.0,8.5,7.55 x 4.21 x 0.33,7.55,4.21,0.33,278.0,9.81
8285,151.8 x 75.7 x 7.3,151.8,75.7,7.3,5.98 x 2.98 x 0.29,5.98,2.98,0.29,160.0,5.64
8138,191.8 x 107 x 8.5,191.8,107.0,8.5,7.55 x 4.21 x 0.33,7.55,4.21,0.33,278.0,9.81
8084,187.4 x 105.8 x 8.2,187.4,105.8,8.2,7.38 x 4.17 x 0.32,7.38,4.17,0.32,250.0,8.82
8037,134.2 x 66.7 x 9.9,134.2,66.7,9.9,5.28 x 2.63 x 0.39,5.28,2.63,0.39,150.0,5.29
8036,143.8 x 72 x 8.9,143.8,72.0,8.9,5.66 x 2.83 x 0.35,5.66,2.83,0.35,135.0,4.76
7983,146.8 x 72.6 x 7.5,146.8,72.6,7.5,5.78 x 2.86 x 0.30,5.78,2.86,0.3,147.0,5.19
7745,152.3 x 75.3 x 7,152.3,75.3,7.0,6.00 x 2.96 x 0.28,6.0,2.96,0.28,162.0,5.71
7972,145 x 70.9 x 7,145.0,70.9,7.0,5.71 x 2.79 x 0.28,5.71,2.79,0.28,144.0,5.08
7793,143.5 x 71 x 7.6,143.5,71.0,7.6,5.65 x 2.80 x 0.30,5.65,2.8,0.3,135.0,4.76
7239,157.1 x 80.6 x 7.9,157.1,80.6,7.9,6.19 x 3.17 x 0.31,6.19,3.17,0.31,185.0,6.53
7744,152.5 x 76.5 x 7.5,152.5,76.5,7.5,6.00 x 3.01 x 0.30,6.0,3.01,0.3,167.0,5.89
7647,143.1 x 71.8 x 9.7,143.1,71.8,9.7,5.63 x 2.83 x 0.38,5.63,2.83,0.38,160.0,5.64
7588,159.3 x 77.8 x 7.3,159.3,77.8,7.3,6.27 x 3.06 x 0.29,6.27,3.06,0.29,178.0,6.28
7533,149.8 x 75.3 x 7.2,149.8,75.3,7.2,5.90 x 2.96 x 0.28,5.9,2.96,0.28,156.0,5.5
7440,143.5 x 72.1 x 8.5,143.5,72.1,8.5,5.65 x 2.84 x 0.33,5.65,2.84,0.33,125.0,4.41
7309,214.8 x 124 x 7.8,214.8,124.0,7.8,8.46 x 4.88 x 0.31,8.46,4.88,0.31,330.0,11.64
7829,135.9 x 67.7 x 10,135.9,67.7,10.0,5.35 x 2.67 x 0.39,5.35,2.67,0.39,141.5,5.01
7206,142 x 72.6 x 9.6,142.0,72.6,9.6,5.59 x 2.86 x 0.38,5.59,2.86,0.38,160.0,5.64
7279,143 x 70.6 x 7.7,143.0,70.6,7.7,5.63 x 2.78 x 0.30,5.63,2.78,0.3,131.0,4.62
7201,143 x 70.6 x 7.7,143.0,70.6,7.7,5.63 x 2.78 x 0.30,5.63,2.78,0.3,131.0,4.62
7200,182.7 x 93 x 6.8,182.7,93.0,6.8,7.19 x 3.66 x 0.27,7.19,3.66,0.27,228.0,8.04
7006,144.9 x 72.1 x 6.4,144.9,72.1,6.4,5.70 x 2.84 x 0.25,5.7,2.84,0.25,144.0,5.08
7187,144.5 x 72.4 x 8.4,144.5,72.4,8.4,5.69 x 2.85 x 0.33,5.69,2.85,0.33,150.0,5.29
7075,183.5 x 103.9 x 7.2,183.5,103.9,7.2,7.22 x 4.09 x 0.28,7.22,4.09,0.28,239.0,8.43
7076,144 x 72.9 x 10.2,144.0,72.9,10.2,5.67 x 2.87 x 0.40,5.67,2.87,0.4,178.0,6.28
7077,122.6 x 63.8 x 10.9,122.6,63.8,10.9,4.83 x 2.51 x 0.43,4.83,2.51,0.43,118.0,4.16
6909,134.2 x 67 x 10.2,134.2,67.0,10.2,5.28 x 2.64 x 0.40,5.28,2.64,0.4,150.0,5.29
6908,116.5 x 60.6 x 12.3,116.5,60.6,12.3,4.59 x 2.39 x 0.48,4.59,2.39,0.48,130.0,4.59
6896,161 x 84.5 x 9.2,161.0,84.5,9.2,6.34 x 3.33 x 0.36,6.34,3.33,0.36,173.0,6.1
6869,157 x 81 x 7.9,157.0,81.0,7.9,6.18 x 3.19 x 0.31,6.18,3.19,0.31,185.0,6.53
7308,248.5 x 150 x 8.3,248.5,150.0,8.3,9.78 x 5.91 x 0.33,9.78,5.91,0.33,433.0,15.27
6705,210.6 x 127.7 x 7.9,210.6,127.7,7.9,8.29 x 5.03 x 0.31,8.29,5.03,0.31,360.0,12.7
6677,142.9 x 72 x 8.5,142.9,72.0,8.5,5.63 x 2.83 x 0.33,5.63,2.83,0.33,160.0,5.64
6676,133 x 68 x 9.5,133.0,68.0,9.5,5.24 x 2.68 x 0.37,5.24,2.68,0.37,153.0,5.4
6646,153.5 x 77.3 x 7.6,153.5,77.3,7.6,6.04 x 3.04 x 0.30,6.04,3.04,0.3,165.0,5.82
6543,157 x 81 x 7.9,157.0,81.0,7.9,6.18 x 3.19 x 0.31,6.18,3.19,0.31,185.0,6.53
6678,131 x 65.3 x 7.9,131.0,65.3,7.9,5.16 x 2.57 x 0.31,5.16,2.57,0.31,145.0,5.11
6499,143 x 71.7 x 7.8,143.0,71.7,7.8,5.63 x 2.82 x 0.31,5.63,2.82,0.31,160.0,5.64
6493,122.1 x 63.5 x 11.3,122.1,63.5,11.3,4.81 x 2.5 x 0.44,4.81,2.5,0.44,126.0,4.44
6124,139.8 x 68.8 x 6.5,139.8,68.8,6.5,5.50 x 2.71 x 0.26,5.5,2.71,0.26,124.0,4.37
6332,131.2 x 65.3 x 7.8,131.2,65.3,7.8,5.17 x 2.57 x 0.31,5.17,2.57,0.31,115.0,4.06
6290,149.5 x 78 x 9.6,149.5,78.0,9.6,5.89 x 3.07 x 0.38,5.89,3.07,0.38,180.0,6.35
6278,144.5 x 74.5 x 10.8,144.5,74.5,10.8,5.69 x 2.93 x 0.43,5.69,2.93,0.43,180.0,6.35
6168,131.2 x 65.3 x 7.9,131.2,65.3,7.9,5.17 x 2.57 x 0.31,5.17,2.57,0.31,115.0,4.06
6136,130 x 65 x 7.5,130.0,65.0,7.5,5.12 x 2.56 x 0.30,5.12,2.56,0.3,115.0,4.06
6137,214.4 x 120.7 x 7.9,214.4,120.7,7.9,8.44 x 4.75 x 0.31,8.44,4.75,0.31,329.0,11.61
6129,183.5 x 103.9 x 7.2,183.5,103.9,7.2,7.22 x 4.09 x 0.28,7.22,4.09,0.28,239.0,8.43
6103,132.5 x 67 x 9.3,132.5,67.0,9.3,5.22 x 2.64 x 0.37,5.22,2.64,0.37,145.0,5.11
5981,193.4 x 120.6 x 9.9,193.4,120.6,9.9,7.61 x 4.75 x 0.39,7.61,4.75,0.39,350.0,12.35
5979,132.6 x 65.5 x 6.5,132.6,65.5,6.5,5.22 x 2.58 x 0.26,5.22,2.58,0.26,120.0,4.23
5949,161 x 84.7 x 9.5,161.0,84.7,9.5,6.34 x 3.33 x 0.37,6.34,3.33,0.37,202.0,7.13
5936,123.3 x 63.2 x 11.1,123.3,63.2,11.1,4.85 x 2.49 x 0.44,4.85,2.49,0.44,123.0,4.34
5921,116.5 x 60.6 x 12.3,116.5,60.6,12.3,4.59 x 2.39 x 0.48,4.59,2.39,0.48,130.0,4.59
5840,139.5 x 71.5 x 9.3,139.5,71.5,9.3,5.49 x 2.81 x 0.37,5.49,2.81,0.37,150.0,5.29
5910,132.8 x 67.4 x 10.5,132.8,67.4,10.5,5.23 x 2.65 x 0.41,5.23,2.65,0.41,150.0,5.29
5485,134 x 67 x 9.9,134.0,67.0,9.9,5.28 x 2.64 x 0.39,5.28,2.64,0.39,160.0,5.64
5633,142.5 x 72.8 x 9,142.5,72.8,9.0,5.61 x 2.87 x 0.35,5.61,2.87,0.35,155.0,5.47
5699,142 x 73.6 x 9.9,142.0,73.6,9.9,5.59 x 2.90 x 0.39,5.59,2.9,0.39,170.0,6.0
5632,134 x 66.8 x 9.9,134.0,66.8,9.9,5.28 x 2.63 x 0.39,5.28,2.63,0.39,155.0,5.47
5698,193.4 x 120.6 x 9.9,193.4,120.6,9.9,7.61 x 4.75 x 0.39,7.61,4.75,0.39,350.0,12.35
5539,193.8 x 121.3 x 9.5,193.8,121.3,9.5,7.63 x 4.78 x 0.37,7.63,4.78,0.37,335.0,11.82
5467,132.7 x 65.5 x 6.2,132.7,65.5,6.2,5.22 x 2.58 x 0.24,5.22,2.58,0.24,120.0,4.23
5386,124.5 x 63.8 x 11.2,124.5,63.8,11.2,4.90 x 2.51 x 0.44,4.9,2.51,0.44,130.0,4.59
5382,126 x 64.3 x 12.2,126.0,64.3,12.2,4.96 x 2.53 x 0.48,4.96,2.53,0.48,140.0,4.94
5365,117 x 62 x 12.4,117.0,62.0,12.4,4.61 x 2.44 x 0.49,4.61,2.44,0.49,120.0,4.23
5267,136.2 x 66.7 x 8.4,136.2,66.7,8.4,5.36 x 2.63 x 0.33,5.36,2.63,0.33,122.0,4.3
5257,134 x 67.5 x 10.5,134.0,67.5,10.5,5.28 x 2.66 x 0.41,5.28,2.66,0.41,145.0,5.11
5327,134.5 x 67.5 x 9.9,134.5,67.5,9.9,5.30 x 2.66 x 0.39,5.3,2.66,0.39,150.0,5.29
5648,125.2 x 65.2 x 12,125.2,65.2,12.0,4.93 x 2.57 x 0.47,4.93,2.57,0.47,140.0,4.94
5439,122.5 x 62.5 x 10.5,122.5,62.5,10.5,4.82 x 2.46 x 0.41,4.82,2.46,0.41,140.0,4.94
5065,124.5 x 63.7 x 10.5,124.5,63.7,10.5,4.90 x 2.51 x 0.41,4.9,2.51,0.41,130.0,4.59
5237,163.5 x 85.7 x 9.9,163.5,85.7,9.9,6.44 x 3.37 x 0.39,6.44,3.37,0.39,198.0,6.98
5164,140 x 71 x 9.4,140.0,71.0,9.4,5.51 x 2.80 x 0.37,5.51,2.8,0.37,170.0,6.0
5250,134 x 67 x 9.9,134.0,67.0,9.9,5.28 x 2.64 x 0.39,5.28,2.64,0.39,150.0,5.29
5141,130 x 65 x 11,130.0,65.0,11.0,5.12 x 2.56 x 0.43,5.12,2.56,0.43,156.0,5.5
5112,117 x 61.5 x 11.7,117.0,61.5,11.7,4.61 x 2.42 x 0.46,4.61,2.42,0.46,125.0,4.41
5077,116.8 x 61 x 11.7,116.8,61.0,11.7,4.60 x 2.40 x 0.46,4.6,2.4,0.46,125.0,4.41
